ID,Engaj,Idade,Regiao_int,Tipo_Cliente,Total_gasto,Tempo_relacionamento,Campanha,Status,Sexo_num,Regiao_brk,email
0039033216,7,54,CO02,28,1000,9,0,Prata,0,Centro-0este,fake_email@corporate.co
0039035359,12,26,CO04,16,75,3,1,Prata,1,Centro-0este,fake_email@corporate.co
0039041618,4,71,CO04,39,20692.79,3,0,Platino,99,Centro-0este,fake_email@corporate.co
0039045176,7,61,CO04,16,1200,5,0,Prata,1,Centro-0este,fake_email@corporate.co
0039048787,7,49,L02,02,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0039052466,9,44,L01,21,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0039054086,11,33,CO02,47,0.01,5,0,Bronze,0,Centro-0este,fake_email@corporate.co
0039061376,9,44,L01,18,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0039062895,19,37,L02,19,1000,4,1,Prata,1,Leste,fake_email@corporate.co
0039065517,23,50,L02,38,6000,3,1,Ouro,1,Leste,fake_email@corporate.co
0039066572,22,59,L02,08,10000,4,1,Ouro,0,Leste,fake_email@corporate.co
0039070227,10,42,N03,27,6000,5,1,Ouro,0,Norte,fake_email@corporate.co
0039071290,8,29,L01,25,6000,1,1,Ouro,1,Leste,fake_email@corporate.co
0039072327,12,77,N01,10,10000,24,0,Ouro,1,Norte,fake_email@corporate.co
0039073846,6,74,L01,01,20000.01,7,0,Platino,1,Leste,fake_email@corporate.co
0039077914,9,41,L01,44,0.01,4,0,Bronze,99,Leste,fake_email@corporate.co
0039079968,,31,CO01,19,5000,2,1,Prata,1,Centro-0este,fake_email@corporate.co
0039082608,6,53,L01,08,1000,1,0,Prata,1,Leste,fake_email@corporate.co
0039101556,7,31,L01,21,1500,5,0,Prata,1,Leste,fake_email@corporate.co
0039110288,12,75,O,51,500,10,1,Prata,0,0este,fake_email@corporate.co
0039112345,9,,S02,47,1000,1,0,Prata,1,Sul,fake_email@corporate.co
0039112876,6,65,L01,12,6000,5,0,Ouro,1,Leste,fake_email@corporate.co
0039114917,11,34,L01,27,0.01,5,1,Bronze,1,Leste,fake_email@corporate.co
0039117002,5,75,L01,14,0.01,4,0,Bronze,99,Leste,fake_email@corporate.co
0039117541,10,67,L01,10,3000,2,0,Prata,0,Leste,fake_email@corporate.co
0039118610,9,75,L01,52,20000,10,0,Ouro,1,Leste,fake_email@corporate.co
0039123720,7,56,L02,05,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0039125820,11,62,N03,22,6000,1,0,Ouro,99,Norte,fake_email@corporate.co
0039129507,13,48,CO01,35,7600,10,1,Ouro,1,Centro-0este,fake_email@corporate.co
0039130602,11,50,L02,27,0.01,6,1,Bronze,1,Leste,fake_email@corporate.co
0039131668,9,67,CO04,49,3000,2,0,Prata,1,Centro-0este,fake_email@corporate.co
0039133830,7,37,L02,12,6000,6,0,Ouro,0,Leste,fake_email@corporate.co
0039134969,9,58,CO02,27,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039137020,8,45,,16,6000,1,0,Ouro,1,,fake_email@corporate.co
0039139162,11,46,N02,35,0.01,5,1,Bronze,1,Norte,fake_email@corporate.co
0039140160,15,47,CO02,12,6053.35,6,1,Ouro,1,Centro-0este,fake_email@corporate.co
0039142252,7,40,L01,08,2400,8,1,Prata,0,Leste,fake_email@corporate.co
0039146738,13,67,N03,23,1250,5,0,Prata,99,Norte,fake_email@corporate.co
0039153980,13,54,,28,3000,5,1,Prata,1,,fake_email@corporate.co
0039155567,8,78,N02,02,5000,4,0,Prata,1,Norte,fake_email@corporate.co
0039158795,8,54,,50,0.01,4,0,Bronze,0,,fake_email@corporate.co
0039159686,8,73,CO02,03,4500,21,0,Prata,0,Centro-0este,fake_email@corporate.co
0039161974,6,72,CO01,27,3000,1,0,Prata,99,Centro-0este,fake_email@corporate.co
0039163527,12,66,L01,19,11904.09,4,0,Ouro,1,Leste,fake_email@corporate.co
0039165643,5,52,L02,27,6000,2,0,Ouro,0,Leste,fake_email@corporate.co
0039173476,11,35,CO01,38,0.01,5,1,Bronze,0,Centro-0este,fake_email@corporate.co
0039177323,9,49,L01,41,1250,1,0,Prata,0,Leste,fake_email@corporate.co
0039180243,7,56,N03,52,9000,8,0,Ouro,1,Norte,fake_email@corporate.co
0039186918,11,,L01,10,1500,5,1,Prata,1,Leste,fake_email@corporate.co
0039191610,6,44,L02,,2000,5,0,Prata,1,Leste,fake_email@corporate.co
0039192110,10,66,N02,32,0.01,4,0,Bronze,0,Norte,fake_email@corporate.co
0039194180,7,65,N01,01,3800,1,0,Prata,1,Norte,fake_email@corporate.co
0039196786,6,41,CO01,51,0.01,4,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039202956,8,41,S01,49,12000,5,0,Ouro,1,Sul,fake_email@corporate.co
0039204452,6,43,N03,04,0.01,11,0,Bronze,1,Norte,fake_email@corporate.co
0039206498,7,62,N02,12,20266.31,3,0,Platino,1,Norte,fake_email@corporate.co
0039206994,8,67,L01,09,12106,8,0,Ouro,0,Leste,fake_email@corporate.co
0039207508,9,46,N02,47,12,5,0,Prata,1,Norte,fake_email@corporate.co
0039208016,8,75,L02,04,15000,4,0,Ouro,0,Leste,fake_email@corporate.co
0039209551,7,64,,20,5040,29,0,Ouro,99,,fake_email@corporate.co
0039210584,5,66,CO01,04,6000,1,0,Ouro,1,Centro-0este,fake_email@corporate.co
0039213150,10,42,L02,34,20050,4,1,Platino,1,Leste,fake_email@corporate.co
0039213702,6,52,N02,32,0.01,7,0,Bronze,1,Norte,fake_email@corporate.co
0039215217,10,70,CO02,31,6000,16,0,Ouro,0,Centro-0este,fake_email@corporate.co
0039216256,6,43,CO02,27,1200,1,0,Prata,1,Centro-0este,fake_email@corporate.co
0039218887,10,48,L01,01,3000,8,0,Prata,0,Leste,fake_email@corporate.co
0039219883,,44,N02,14,6000,2,0,Ouro,0,Norte,fake_email@corporate.co
0039220997,12,55,CO04,45,25000,11,0,Platino,99,Centro-0este,fake_email@corporate.co
0039221560,11,45,O,52,600,4,0,Prata,1,0este,fake_email@corporate.co
0039222639,9,64,N02,18,6000,13,1,Ouro,0,Norte,fake_email@corporate.co
0039227797,8,42,L02,08,500,1,1,Prata,1,Leste,fake_email@corporate.co
0039228831,3,66,N03,08,3000,17,1,Prata,1,Norte,fake_email@corporate.co
0039229366,17,57,L01,03,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0039230771,8,47,L01,34,0.01,9,0,Bronze,1,Leste,fake_email@corporate.co
0039231484,9,60,L01,05,240,4,1,Prata,1,Leste,fake_email@corporate.co
0039234157,12,51,N03,38,0.01,5,0,Bronze,1,Norte,fake_email@corporate.co
0039236800,11,,L01,27,0.01,4,1,Bronze,1,Leste,fake_email@corporate.co
0039238390,8,52,N03,02,0.01,8,0,Bronze,1,Norte,fake_email@corporate.co
0039240475,17,,L01,02,12000,8,1,Ouro,0,Leste,fake_email@corporate.co
0039243148,6,69,CO01,34,8884.25,8,0,Ouro,1,Centro-0este,fake_email@corporate.co
0039251736,7,65,N02,51,473.89,7,0,Prata,1,Norte,fake_email@corporate.co
0039252236,4,73,CO04,49,3017.63,27,0,Prata,1,Centro-0este,fake_email@corporate.co
0039252759,9,,L01,50,0.01,8,0,Bronze,0,Leste,fake_email@corporate.co
0039253836,9,41,,37,0.01,4,0,Bronze,1,,fake_email@corporate.co
0039255880,11,50,N02,38,1500,1,0,Prata,1,Norte,fake_email@corporate.co
0039266644,11,54,CO02,53,300,9,0,Prata,1,Centro-0este,fake_email@corporate.co
0039268183,8,39,CO02,47,0.01,4,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039268701,8,62,L01,34,6000,2,0,Ouro,1,Leste,fake_email@corporate.co
0039269236,11,47,CO01,12,0.01,7,0,Bronze,0,Centro-0este,fake_email@corporate.co
0039270757,10,43,CO02,19,1500,5,0,Prata,1,Centro-0este,fake_email@corporate.co
0039273837,9,30,CO01,44,750,4,0,Prata,0,Centro-0este,fake_email@corporate.co
0039276437,9,63,CO02,19,3000,6,0,Prata,1,Centro-0este,fake_email@corporate.co
0039279070,10,59,S01,14,1000,4,0,Prata,1,Sul,fake_email@corporate.co
0039282682,8,65,N02,20,6000,2,0,Ouro,1,Norte,fake_email@corporate.co
0039288796,13,72,N01,15,3000,2,0,Prata,1,Norte,fake_email@corporate.co
0039290324,8,67,CO02,52,3000,9,0,Prata,0,Centro-0este,fake_email@corporate.co
0039292351,9,49,L01,21,300,8,0,Prata,1,Leste,fake_email@corporate.co
0039293870,11,70,N02,01,6000,2,1,Ouro,0,Norte,fake_email@corporate.co
0039301067,10,54,CO02,55,6000.01,4,0,Ouro,99,Centro-0este,fake_email@corporate.co
0039323044,13,67,CO04,51,5000,3,1,Prata,1,Centro-0este,fake_email@corporate.co
0039329930,7,62,N02,16,8000,4,0,Ouro,1,Norte,fake_email@corporate.co
0039330733,6,72,S03,37,3220,11,0,Prata,1,Sul,fake_email@corporate.co
0039332612,5,67,L01,14,6053.35,7,0,Ouro,1,Leste,fake_email@corporate.co
0039337800,6,41,CO04,05,8180,9,0,Ouro,0,Centro-0este,fake_email@corporate.co
0039339897,9,74,CO04,37,3000,5,0,Prata,0,Centro-0este,fake_email@corporate.co
0039340402,9,73,N03,37,9053.35,27,1,Ouro,1,Norte,fake_email@corporate.co
0039340933,9,49,CO01,50,3000,5,0,Prata,0,Centro-0este,fake_email@corporate.co
0039345579,10,68,CO04,23,9000,8,0,Ouro,1,Centro-0este,fake_email@corporate.co
0039347148,10,49,N01,05,5120.28,8,0,Ouro,99,Norte,fake_email@corporate.co
0039348756,8,70,N02,52,16053.35,7,0,Ouro,1,Norte,fake_email@corporate.co
0039349795,13,43,N01,27,3000,2,0,Prata,1,Norte,fake_email@corporate.co
0039351307,11,39,L02,23,0.01,7,0,Bronze,1,Leste,fake_email@corporate.co
0039357992,12,35,CO02,23,0.01,9,0,Bronze,0,Centro-0este,fake_email@corporate.co
0039360063,10,51,L02,18,6000,6,0,Ouro,1,Leste,fake_email@corporate.co
0039363291,9,37,N03,45,840,9,0,Prata,99,Norte,fake_email@corporate.co
0039370484,12,65,L01,08,6000,11,1,Ouro,1,Leste,fake_email@corporate.co
0039372029,10,33,N03,52,0.01,5,0,Bronze,1,Norte,fake_email@corporate.co
0039374544,7,79,S01,24,18500,12,0,Ouro,0,Sul,fake_email@corporate.co
0039375540,5,58,S03,03,6000,1,0,Ouro,1,Sul,fake_email@corporate.co
0039376067,7,58,CO02,49,25000,1,0,Platino,1,Centro-0este,fake_email@corporate.co
0039379635,19,56,L01,27,4000,1,1,Prata,1,Leste,fake_email@corporate.co
0039380641,8,54,CO04,49,600,2,0,Prata,1,Centro-0este,fake_email@corporate.co
0039388880,13,44,S02,04,10000,11,1,Ouro,99,Sul,fake_email@corporate.co
0039390396,8,55,N02,28,0.01,6,0,Bronze,1,Norte,fake_email@corporate.co
0039391422,8,41,CO02,50,0.01,5,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039393948,4,,N03,28,0.01,4,0,Bronze,1,Norte,fake_email@corporate.co
0039394960,10,57,N02,24,2000,8,1,Prata,1,Norte,fake_email@corporate.co
0039396963,4,,L02,14,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0039399512,16,45,L01,27,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0039404206,9,40,N01,10,0.01,8,0,Bronze,0,Norte,fake_email@corporate.co
0039409313,9,40,S03,52,40.8,3,1,Prata,1,Sul,fake_email@corporate.co
0039410826,9,60,N02,12,6000,2,0,Ouro,0,Norte,fake_email@corporate.co
0039412357,10,65,CO02,12,18106.69,6,0,Ouro,99,Centro-0este,fake_email@corporate.co
0039414910,10,60,L02,,20639.2,3,0,Platino,0,Leste,fake_email@corporate.co
0039417499,5,76,CO04,35,7000,7,0,Ouro,1,Centro-0este,fake_email@corporate.co
0039422611,8,35,CO02,44,0.01,4,1,Bronze,0,Centro-0este,fake_email@corporate.co
0039423642,,34,L01,03,3000,5,0,Prata,1,Leste,fake_email@corporate.co
0039424657,,53,CO01,32,6053.35,7,0,Ouro,1,Centro-0este,fake_email@corporate.co
0039426706,6,25,N03,51,31.24,1,0,Prata,1,Norte,fake_email@corporate.co
0039428725,10,,L02,05,9000,14,1,Ouro,1,Leste,fake_email@corporate.co
0039431297,13,52,N01,32,2496.03,7,0,Prata,0,Norte,fake_email@corporate.co
0039431815,13,62,CO03,,4900,6,0,Prata,1,Centro-0este,fake_email@corporate.co
0039432811,10,66,N02,15,6000,2,0,Ouro,1,Norte,fake_email@corporate.co
0039434369,7,61,L01,25,6000,6,0,Ouro,1,Leste,fake_email@corporate.co
0039434911,,34,L01,38,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0039438003,10,61,L02,05,0.01,9,0,Bronze,1,Leste,fake_email@corporate.co
0039438534,5,62,L02,37,6000.01,5,1,Ouro,1,Leste,fake_email@corporate.co
0039440610,9,57,CO02,53,10000,4,0,Ouro,99,Centro-0este,fake_email@corporate.co
0039442132,2,64,L01,10,20610.51,3,0,Platino,0,Leste,fake_email@corporate.co
0039448408,9,70,L02,06,3000,5,0,Prata,1,Leste,fake_email@corporate.co
0039451450,7,43,L02,50,50.01,5,1,Prata,1,Leste,fake_email@corporate.co
0039451956,9,62,L01,54,8200,5,1,Ouro,1,Leste,fake_email@corporate.co
0039454980,7,47,N02,49,3000,8,1,Prata,1,Norte,fake_email@corporate.co
0039463164,14,61,L02,06,3000,8,0,Prata,99,Leste,fake_email@corporate.co
0039466716,4,70,N01,11,500,9,0,Prata,1,Norte,fake_email@corporate.co
0039467216,9,70,CO04,11,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039470721,12,57,CO04,06,6000,5,0,Ouro,0,Centro-0este,fake_email@corporate.co
0039471264,6,55,L01,04,6000,4,0,Ouro,1,Leste,fake_email@corporate.co
0039475570,8,78,N02,52,3289.08,5,0,Prata,0,Norte,fake_email@corporate.co
0039477149,3,77,L01,18,12000,2,0,Ouro,0,Leste,fake_email@corporate.co
0039480697,8,,S01,12,0.01,8,0,Bronze,0,Sul,fake_email@corporate.co
0039481200,7,43,S03,16,1020,4,1,Prata,1,Sul,fake_email@corporate.co
0039484390,11,35,L01,31,1000,5,1,Prata,1,Leste,fake_email@corporate.co
0039487497,11,56,L01,28,0.01,4,1,Bronze,1,Leste,fake_email@corporate.co
0039488523,8,66,S03,23,35042.92,19,0,Platino,0,Sul,fake_email@corporate.co
0039490080,7,31,L01,31,1420.01,5,0,Prata,1,Leste,fake_email@corporate.co
0039492628,9,74,N01,19,0.01,,0,Bronze,1,Norte,fake_email@corporate.co
0039493667,8,72,L01,08,3000,8,1,Prata,1,Leste,fake_email@corporate.co
0039496720,9,49,N03,34,12000,10,0,Ouro,99,Norte,fake_email@corporate.co
0039499320,7,75,L02,13,20698.63,3,0,Platino,1,Leste,fake_email@corporate.co
0039499835,14,66,L01,27,3063.98,12,0,Prata,0,Leste,fake_email@corporate.co
0039502496,8,59,CO04,32,0.01,10,0,Bronze,0,Centro-0este,fake_email@corporate.co
0039507684,6,35,L01,17,6000,4,0,Ouro,1,Leste,fake_email@corporate.co
0039509806,17,57,N02,32,0.01,7,1,Bronze,1,Norte,fake_email@corporate.co
0039522748,7,59,CO02,33,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039525321,12,33,L02,50,100,1,0,Prata,0,Leste,fake_email@corporate.co
0039527332,9,30,CO02,38,0.01,7,0,Bronze,0,Centro-0este,fake_email@corporate.co
0039531976,13,43,CO02,28,6052.66,7,1,Ouro,1,Centro-0este,fake_email@corporate.co
0039532476,9,38,L01,19,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0039534495,11,35,L01,29,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0039535548,10,37,CO01,32,0.01,5,1,Bronze,0,Centro-0este,fake_email@corporate.co
0039540207,,52,L01,18,2500,4,0,Prata,0,Leste,fake_email@corporate.co
0039541211,14,70,CO02,24,6000,1,1,Ouro,1,Centro-0este,fake_email@corporate.co
0039544253,15,64,L01,01,48069.4,8,1,Platino,1,Leste,fake_email@corporate.co
0039545276,9,49,L01,27,5179.23,4,0,Ouro,1,Leste,fake_email@corporate.co
0039545799,11,48,N01,04,2000,1,0,Prata,0,Norte,fake_email@corporate.co
0039550970,13,55,L02,30,0.01,4,1,Bronze,1,Leste,fake_email@corporate.co
0039555115,14,70,L01,07,6000,2,0,Ouro,1,Leste,fake_email@corporate.co
0039560275,8,53,L01,22,15000,2,0,Ouro,1,Leste,fake_email@corporate.co
0039560771,7,60,N02,35,12000,5,0,Ouro,99,Norte,fake_email@corporate.co
0039562308,13,44,N02,52,0.01,4,1,Bronze,0,Norte,fake_email@corporate.co
0039562804,15,41,L01,03,50,9,1,Prata,1,Leste,fake_email@corporate.co
0039566451,6,52,S02,08,1860,4,0,Prata,1,Sul,fake_email@corporate.co
0039568519,12,46,N03,51,0.01,5,0,Bronze,1,Norte,fake_email@corporate.co
0039570149,7,48,L01,26,6000,24,1,Ouro,1,Leste,fake_email@corporate.co
0039571757,16,31,L01,51,420,5,0,Prata,0,Leste,fake_email@corporate.co
0039576929,12,41,CO01,47,10884.25,12,0,Ouro,1,Centro-0este,fake_email@corporate.co
0039577429,8,47,L01,10,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0039577941,7,47,S02,12,0.01,7,0,Bronze,1,Sul,fake_email@corporate.co
0039579464,6,49,CO02,45,1980,1,0,Prata,0,Centro-0este,fake_email@corporate.co
0039580500,9,37,L01,54,0.01,6,0,Bronze,1,Leste,fake_email@corporate.co
0039581515,9,,CO02,19,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039587629,10,71,L01,08,0.01,7,1,Bronze,1,Leste,fake_email@corporate.co
0039588137,3,48,L01,21,1000,5,0,Prata,0,Leste,fake_email@corporate.co
0039592029,9,63,CO01,14,0.01,5,0,Bronze,0,Centro-0este,fake_email@corporate.co
0039594390,8,69,CO01,14,4020.01,8,0,Prata,99,Centro-0este,fake_email@corporate.co
0039594480,11,,L01,12,3000,1,0,Prata,1,Leste,fake_email@corporate.co
0039599570,11,50,N03,53,1000,9,0,Prata,1,Norte,fake_email@corporate.co
0039605759,9,38,L01,21,3450,5,0,Prata,1,Leste,fake_email@corporate.co
0039608359,11,21,N02,37,2500,2,0,Prata,99,Norte,fake_email@corporate.co
0039611414,8,54,N02,04,4885.03,8,0,Prata,99,Norte,fake_email@corporate.co
0039612445,7,70,N02,25,30225,4,1,Platino,99,Norte,fake_email@corporate.co
0039614502,14,63,CO03,,4830.76,4,1,Prata,1,Centro-0este,fake_email@corporate.co
0039624940,10,39,CO02,52,0.01,4,1,Bronze,1,Centro-0este,fake_email@corporate.co
0039626462,8,37,CO01,32,500.01,9,1,Prata,1,Centro-0este,fake_email@corporate.co
0039626985,4,49,L02,37,0.01,9,0,Bronze,0,Leste,fake_email@corporate.co
0039627515,13,48,N01,,0.01,8,1,Bronze,1,Norte,fake_email@corporate.co
0039629607,7,47,S02,51,6000,1,0,Ouro,0,Sul,fake_email@corporate.co
0039633922,3,78,N03,30,9035.46,8,0,Ouro,1,Norte,fake_email@corporate.co
0039638622,10,71,CO04,30,2000.01,8,0,Prata,1,Centro-0este,fake_email@corporate.co
0039641950,5,,L01,19,0.01,8,0,Bronze,99,Leste,fake_email@corporate.co
0039645033,5,24,N01,22,800,1,0,Prata,0,Norte,fake_email@corporate.co
0039648261,6,59,N02,25,6000,2,0,Ouro,99,Norte,fake_email@corporate.co
0039652390,3,18,N02,,600,1,0,Prata,99,Norte,fake_email@corporate.co
0039656523,13,,L01,,0.01,6,1,Bronze,1,Leste,fake_email@corporate.co
0039657023,5,73,CO04,43,23963.97,8,0,Platino,1,Centro-0este,fake_email@corporate.co
0039658038,5,72,,14,5000,1,1,Prata,1,,fake_email@corporate.co
0039661160,4,72,CO02,03,8000,11,0,Ouro,0,Centro-0este,fake_email@corporate.co
0039664240,12,64,CO01,28,0.01,7,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039665786,5,63,L01,07,6300,5,0,Ouro,0,Leste,fake_email@corporate.co
0039667797,10,63,L01,12,0.01,8,0,Bronze,0,Leste,fake_email@corporate.co
0039672014,9,46,N03,53,200.01,8,0,Prata,1,Norte,fake_email@corporate.co
0039674033,18,62,CO02,38,5000,4,1,Prata,1,Centro-0este,fake_email@corporate.co
0039679272,7,47,CO02,34,0.01,9,0,Bronze,0,Centro-0este,fake_email@corporate.co
0039680300,9,73,CO02,01,11500,5,0,Ouro,1,Centro-0este,fake_email@corporate.co
0039683881,5,44,CO02,27,6000,5,1,Ouro,1,Centro-0este,fake_email@corporate.co
0039690705,9,,L01,22,0.01,10,0,Bronze,1,Leste,fake_email@corporate.co
0039691205,11,43,CO02,19,600,4,0,Prata,1,Centro-0este,fake_email@corporate.co
0039692287,,65,L01,02,6000,2,0,Ouro,1,Leste,fake_email@corporate.co
0039693330,10,58,L01,08,6000,4,1,Ouro,0,Leste,fake_email@corporate.co
0039696428,,53,CO03,,6000,1,0,Ouro,0,Centro-0este,fake_email@corporate.co
0039697971,6,40,L01,12,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0039701073,9,28,CO01,29,1000,4,1,Prata,1,Centro-0este,fake_email@corporate.co
0039708310,9,56,N02,38,50.01,10,0,Prata,1,Norte,fake_email@corporate.co
0039711923,7,53,CO02,52,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039716585,8,35,L01,22,6000,5,1,Ouro,1,Leste,fake_email@corporate.co
0039717107,7,56,N01,52,5804.06,21,0,Ouro,0,Norte,fake_email@corporate.co
0039717603,9,50,L01,22,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0039720744,,60,L01,04,18160.03,12,0,Ouro,99,Leste,fake_email@corporate.co
0039724324,6,74,O,23,8875,12,1,Ouro,1,0este,fake_email@corporate.co
0039728478,5,,CO04,52,1500,8,0,Prata,1,Centro-0este,fake_email@corporate.co
0039731509,7,,,12,6000,2,0,Ouro,1,,fake_email@corporate.co
0039734109,11,37,N02,51,420,1,1,Prata,1,Norte,fake_email@corporate.co
0039735156,10,58,CO04,50,3000,7,0,Prata,1,Centro-0este,fake_email@corporate.co
0039736179,11,77,O,51,0.01,8,0,Bronze,1,0este,fake_email@corporate.co
0039738244,8,65,N02,16,16053.35,5,0,Ouro,1,Norte,fake_email@corporate.co
0039745534,6,56,N03,25,0.01,7,0,Bronze,0,Norte,fake_email@corporate.co
0039750180,21,37,L01,44,0.01,10,1,Bronze,1,Leste,fake_email@corporate.co
0039754797,12,43,,25,10200,6,0,Ouro,0,,fake_email@corporate.co
0039759950,5,69,N01,01,6053.35,5,0,Ouro,0,Norte,fake_email@corporate.co
0039762021,9,78,L01,14,12000,16,0,Ouro,0,Leste,fake_email@corporate.co
0039767325,8,63,L01,44,6000,3,1,Ouro,0,Leste,fake_email@corporate.co
0039768348,9,50,CO04,19,3000,9,0,Prata,1,Centro-0este,fake_email@corporate.co
0039771985,6,39,S02,50,0.01,4,1,Bronze,99,Sul,fake_email@corporate.co
0039772493,4,55,L01,41,6500,12,0,Ouro,0,Leste,fake_email@corporate.co
0039774011,8,43,L01,10,20724.34,3,0,Platino,1,Leste,fake_email@corporate.co
0039778149,5,29,L01,21,4600,4,0,Prata,1,Leste,fake_email@corporate.co
0039781212,4,40,N02,43,0.01,5,0,Bronze,1,Norte,fake_email@corporate.co
0039792044,19,52,CO01,19,8500,6,1,Ouro,1,Centro-0este,fake_email@corporate.co
0039794608,11,69,L02,42,20032.36,8,0,Platino,0,Leste,fake_email@corporate.co
0039805073,15,58,CO02,18,19992.01,3,1,Ouro,1,Centro-0este,fake_email@corporate.co
0039807157,11,59,N02,02,200,1,0,Prata,0,Norte,fake_email@corporate.co
0039811383,5,71,L01,16,18000,4,0,Ouro,0,Leste,fake_email@corporate.co
0039812983,8,38,CO02,05,0.01,8,1,Bronze,1,Centro-0este,fake_email@corporate.co
0039818698,8,73,N02,32,0.01,8,0,Bronze,99,Norte,fake_email@corporate.co
0039820749,10,34,,34,0.01,,1,Bronze,0,,fake_email@corporate.co
0039823284,30,36,N02,,360,,1,Prata,1,Norte,fake_email@corporate.co
0039823799,8,74,L01,23,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0039825899,8,56,CO04,30,0.01,8,0,Bronze,0,Centro-0este,fake_email@corporate.co
0039827948,9,34,CO01,,0.01,9,1,Bronze,0,Centro-0este,fake_email@corporate.co
0039831503,7,54,S02,12,3500,4,0,Prata,0,Sul,fake_email@corporate.co
0039832518,20,41,L01,14,0.01,9,1,Bronze,1,Leste,fake_email@corporate.co
0039833018,8,49,N02,04,0.02,5,0,Prata,1,Norte,fake_email@corporate.co
0039834014,,46,N01,32,1000,4,1,Prata,0,Norte,fake_email@corporate.co
0039834545,14,54,CO03,,600,,0,Prata,0,Centro-0este,fake_email@corporate.co
0039835541,7,64,L02,02,5000,11,0,Prata,0,Leste,fake_email@corporate.co
0039840103,7,42,N03,53,360,1,1,Prata,1,Norte,fake_email@corporate.co
0039843161,11,38,CO04,41,0.01,9,1,Bronze,1,Centro-0este,fake_email@corporate.co
0039844222,7,53,N02,15,6000,2,0,Ouro,0,Norte,fake_email@corporate.co
0039844729,8,37,CO02,16,0.01,10,1,Bronze,0,Centro-0este,fake_email@corporate.co
0039847833,12,46,L01,04,2035.25,5,0,Prata,0,Leste,fake_email@corporate.co
0039849402,10,,N02,28,1500,4,0,Prata,0,Norte,fake_email@corporate.co
0039850923,15,69,CO01,44,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0039851431,5,43,L01,27,0.01,8,0,Bronze,0,Leste,fake_email@corporate.co
0039855968,5,69,N03,53,2000,4,0,Prata,0,Norte,fake_email@corporate.co
0039856980,8,48,CO01,30,3000,8,0,Prata,1,Centro-0este,fake_email@corporate.co
0039859688,7,44,CO02,25,0.01,5,1,Bronze,1,Centro-0este,fake_email@corporate.co
0039861828,6,,L01,20,0.01,5,0,Bronze,99,Leste,fake_email@corporate.co
0039865475,11,66,L01,14,7500,3,0,Ouro,1,Leste,fake_email@corporate.co
0039866552,9,69,O,11,3000,8,0,Prata,1,0este,fake_email@corporate.co
0039867087,9,58,L02,42,5000,5,1,Prata,0,Leste,fake_email@corporate.co
0039870800,5,,L01,21,420,4,0,Prata,99,Leste,fake_email@corporate.co
0039871319,11,50,S02,28,0.01,5,0,Bronze,1,Sul,fake_email@corporate.co
0039877015,8,65,S03,01,5500,8,0,Ouro,99,Sul,fake_email@corporate.co
0039879085,12,79,L01,02,6053.35,,1,Ouro,1,Leste,fake_email@corporate.co
0039881667,6,65,L02,08,12000,8,0,Ouro,1,Leste,fake_email@corporate.co
0039882221,19,37,O,53,0.01,5,1,Bronze,0,0este,fake_email@corporate.co
0039883848,5,48,L01,25,50,9,0,Prata,0,Leste,fake_email@corporate.co
0039887622,4,66,L02,02,8400,8,0,Ouro,1,Leste,fake_email@corporate.co
0039892316,9,39,N01,23,0.01,8,1,Bronze,1,Norte,fake_email@corporate.co
0039892812,10,43,CO01,24,0.01,5,0,Bronze,0,Centro-0este,fake_email@corporate.co
0039893312,8,,L01,38,15000,4,0,Ouro,1,Leste,fake_email@corporate.co
0039893835,9,35,N01,25,27500,4,0,Platino,1,Norte,fake_email@corporate.co
0039896001,6,69,L01,01,6000,2,0,Ouro,1,Leste,fake_email@corporate.co
0039897571,8,79,CO04,45,1260,6,0,Prata,0,Centro-0este,fake_email@corporate.co
0039899752,16,74,S02,51,7000,5,0,Ouro,1,Sul,fake_email@corporate.co
0039900254,,60,S02,04,12160.99,5,0,Ouro,1,Sul,fake_email@corporate.co
